bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,segment_indices,time,ECG,GSR1,GSR2, RESP,stress
81.72815533980581,734.1411261582326,173.42159744257216,167.18096765877985,283.9427553391602,0.8,0.8,163.93442622950818,188.3463162799353,106.24165079357155,62863.97134054031,1.7728105208558351,0.059280336712312524,"(0, 732)",11.741936899862829,0.001075445816186558,1.0814663923182513,1.6626625514403306,-10.411370370370372,0
111.10714285714285,540.0192864030859,109.10037125346923,70.98568883479005,81.96721311475409,0.25,0.25,0.0,50.194461942278224,50.19446194227819,7915.192455631355,1.0000000000000009,0.21817388458601505,"(732, 1464)",35.241934065934075,0.006129120879120888,1.0744271978022009,1.6824079670329606,-8.4081304945055,0
94.27272727272728,636.4513018322083,157.86601295800287,131.14754098360658,146.62740836064194,0.2,0.2,0.0,92.73531556544884,185.4706311308977,54034.38049711012,0.5,0.18506523549551213,"(1464, 2196)",58.75806593406593,-0.0007733516483516426,1.0610686813186851,1.7044519230769228,-8.203085164835171,0
104.57142857142857,573.7704918032788,125.20698620097922,107.46799628804735,130.7744320028632,0.3636363636363637,0.3636363636363637,0.0,91.86906114707865,75.99134893580899,21932.255908639545,1.208941049653978,0.3635834787667248,"(2196, 2928)",82.24193406593405,0.0065315934065934035,1.0504656593406556,1.7182829670329678,-8.714712912087908,0
122.0,491.8032786885245,156.75129302746146,140.59541680965134,227.75870425076397,0.7441860465116279,0.7441860465116279,163.93442622950818,159.21168904171637,138.19724712460433,69123.26035302442,1.1520612194117337,0.4073319755600815,"(2928, 3660)",105.75806593406591,-0.0005934065934065897,1.0809189560439592,1.9071538461538482,-8.276501373626376,0
87.58974358974359,685.0117096018736,196.20135925194427,195.45271309394937,275.20395398836644,0.5454545454545454,0.5454545454545454,163.93442622950818,169.92182192237527,178.83755588673625,95467.98463831784,0.950146187582615,0.5219206680584552,"(3660, 4392)",129.2419340659341,0.0009945054945054987,1.1092609890109948,2.004946428571423,-8.138346153846141,0
102.65853658536585,584.4618674269424,116.68357479504559,112.28440806865164,144.57657437511426,0.4444444444444444,0.4444444444444444,0.0,101.41647291129364,91.07468123861565,29017.235541995287,1.1135528725660042,0.29795158286778395,"(4392, 5124)",152.75806593406594,0.005032967032967038,1.0938901098901188,2.0291359890109866,-9.26776236263736,0
100.21428571428572,598.7170349251604,149.8488670108955,147.13565046815583,200.7778477691129,0.5,0.5,0.0,129.60154344952372,160.48278858566573,65341.41099776192,0.8075728530872479,0.3635570420999055,"(5124, 5856)",176.24193406593406,-0.0019203296703296621,1.0985439560439636,2.138388736263731,-9.321451923076932,0
93.97297297297294,638.4814495254531,149.44355544166325,112.65315916988143,177.06941798928574,0.6666666666666666,0.6666666666666666,163.93442622950818,79.65781277111066,145.8617247545261,36502.24660084402,0.5461186812727501,0.16505735743170752,"(5856, 6588)",199.75806593406588,-0.006719780219780218,1.0980563186813257,2.2952623626373567,-8.815528846153851,0
86.97029702970295,689.8907103825137,195.0013992297841,188.51133592658002,327.86885245901635,0.7272727272727273,0.7272727272727273,163.93442622950818,206.50382206484375,156.3053424992775,101403.23011085582,1.3211565181516325,0.3022974607013301,"(6588, 7320)",223.24193406593412,0.008781593406593406,1.1088969780219833,2.315461538461532,-8.44167307692308,0
