bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,segment_indices,time,ECG,GSR1,GSR2,HR,marker,RESP,stress
75.0508474576271,799.4579945799459,109.24468493629476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4173042147725692,"(0, 491)",15.774195918367345,0.01070204081632654,18.585740816326528,7.746289795918366,65.54693877551021,16.482857142857142,35.46273469387757,1
76.20202020202021,787.3806998939557,194.00282477704883,169.66546711022212,263.9394761868048,0.6578947368421053,0.6578947368421053,243.90243902439025,184.95653444696805,196.8262798420232,114367.50219768562,0.9396943060419468,0.2348844920968277,"(491, 983)",47.38709795918368,-0.0010632653061224528,18.10293469387754,7.0905734693877545,66.31224489795919,15.293836734693878,35.402448979591824,1
79.01324503311254,759.3663565501637,200.81061511794223,173.65157444546367,284.3294039191822,0.7051282051282052,0.7051282051282052,243.90243902439025,199.8317111778669,198.6539108726529,124712.90608591595,1.0059289057035936,0.3804813088557024,"(983, 1475)",79.0,-0.0008734693877551063,19.792006122449017,7.471748979591847,69.4469387755102,14.969591836734669,34.54463265306121,1
73.8,813.0081300813008,114.97671238805657,120.70040470863262,184.3729136630377,0.5714285714285714,0.5714285714285714,0.0,128.02211199215222,101.58452778476135,40856.619153894426,1.2602520756252091,0.1865184466743761,"(1475, 1967)",110.61290204081635,0.003087755102040825,19.305948979591843,7.575706122448978,67.90408163265306,14.821693877551134,34.44699999999999,1
73.32692307692307,818.2533438237608,116.69863866397587,101.39992918086566,215.10173260687733,0.7777777777777778,0.7777777777777778,0.0,150.88792311192475,81.30081300813008,38538.89355803612,1.8559214542766744,0.23673308344841196,"(1967, 2459)",142.1935460122699,0.03656237218813905,18.700734151329247,7.462856850715747,68.44171779141104,14.724192229038767,34.98022494887526,1
84.30985915492955,711.6605412629469,227.4914070237114,216.11643590071807,336.53641866139026,0.6346153846153846,0.6346153846153846,243.90243902439025,237.75907948474395,214.81459470083462,160454.08111034552,1.1068106420602537,0.2504865218983025,"(2459, 2951)",173.80645398772998,-0.04275460122699392,18.426243353783246,7.760865030674843,72.99591002044991,14.647177914110511,37.600572597137024,1
70.59130434782608,849.9630450849962,121.89521435676754,111.770138901362,204.06342110587212,0.7,0.7,0.0,134.6995245998447,92.87528177882817,39302.129295039886,1.4503269548146964,0.3211189210404253,"(2951, 3443)",205.3870979591837,0.003938775510204087,16.298402040816327,7.254457142857144,75.65510204081633,14.587938775510128,37.23255102040814,0
74.0388349514563,810.3855232100708,114.01555268441734,114.97671238805657,140.81713882673805,0.3333333333333333,0.3333333333333333,0.0,81.30081300813009,118.1273426433787,30171.38145012381,0.6882472016116854,0.4382295526074659,"(3443, 3935)",237.00000000000009,0.00043061224489795714,15.200357142857154,6.748367346938771,62.73265306122449,14.530061224489973,37.60836734693882,0
73.8,813.0081300813008,114.97671238805654,111.770138901362,204.06342110587212,0.7,0.7,0.0,134.6995245998447,92.87528177882817,39302.129295039886,1.4503269548146964,0.1823735923038344,"(3935, 4427)",268.6129020408161,0.007775510204081635,14.378067346938755,6.294565306122447,67.01428571428572,14.479326530612305,39.13561224489799,0
84.56249999999999,709.5343680709535,210.0587064467452,185.3521806413279,263.73408466499933,0.5692307692307692,0.5692307692307692,243.90243902439025,184.59097750467308,228.8622991666328,132719.45783280846,0.806559132617443,0.6252404771065795,"(4427, 4919)",300.19354601227,-0.004918200408997953,13.562519427402869,5.926832310838447,74.4478527607362,14.43132924335382,38.22067484662577,0
74.44736842105263,805.9384941675505,112.22699092532731,119.48730452600871,188.92601688816674,0.6,0.6,0.0,133.5908676841869,84.49028329604279,35459.56549362083,1.5811388300841902,0.4859348847254468,"(4919, 5411)",331.80645398773,0.004261758691206541,12.893449897750509,5.5960961145194315,69.65644171779141,14.384928425357824,37.66541922290382,0
80.36653386454182,746.5794170136826,202.8065905262437,163.78757017788436,269.8555291359873,0.7068965517241379,0.7068965517241379,243.90243902439025,190.23657756547559,205.26013224332684,122672.863029021,0.9268072444772592,0.2289002975703868,"(5411, 5903)",363.3870979591837,-0.004157142857142855,12.393885714285712,5.367944897959179,74.58571428571429,14.349755102040818,38.582142857142856,0
78.15162454873646,767.738359201774,212.9461844056221,190.0035857586816,291.7433323440925,0.6461538461538462,0.6461538461538462,243.90243902439025,204.21860899343758,218.73308280359728,140332.95178650264,0.9336429879553592,0.2814814814814815,"(5903, 6395)",395.00000000000017,-0.0037244897959183712,11.8681469387755,5.202032653061226,74.7,14.311020408163367,38.053061224489774,0
76.08247422680412,788.6178861788617,103.1591669955246,114.97671238805657,140.81713882673805,0.3333333333333333,0.3333333333333333,0.0,97.71141667924091,118.1273426433787,36261.48762333482,0.8271701918685114,0.12691429054911582,"(6395, 6887)",426.6129020408163,-0.00031020408163265226,11.272906122448974,4.9447755102040825,70.5938775510204,14.275244897959324,37.86512244897957,0
82.27986348122866,729.2185166749628,213.35567118116268,182.02256561144318,291.1195577787098,0.6849315068493149,0.6849315068493149,243.90243902439025,203.1780260008122,213.41422549510608,136222.85369908798,0.9520360019556025,0.12606101353054874,"(6887, 7379)",458.1935460122701,-0.004529652351738246,10.910922290388553,4.72412678936606,70.87934560327199,14.24159509202455,37.7156646216769,0
87.54448398576513,685.3658536585365,203.1723421011925,177.79698531368982,274.7808351946869,0.6538461538461539,0.6538461538461539,243.90243902439025,193.68194683492092,216.02027227003128,131441.80782657673,0.8965915318948082,0.3213367609254499,"(7379, 7871)",489.8064539877299,-0.002697341513292439,13.235830265848666,4.761689161554194,74.00613496932516,14.213987730061335,37.252167689161546,0
70.848,846.8834688346884,121.76287774804493,109.24468493629476,207.27721599970675,0.7222222222222222,0.7222222222222222,0.0,146.2536120929737,90.39067794123531,41531.73910786169,1.6180165413523713,0.4595588235294117,"(7871, 8363)",521.3870979591836,0.0016000000000000044,16.59461224489795,5.138161224489794,69.94489795918368,14.195346938775316,36.330183673469406,0
79.7222222222222,752.6132404181186,210.52525083153915,199.22906735007703,325.7801608628629,0.6931818181818182,0.6931818181818182,243.90243902439025,230.2863178562688,181.73662047651834,131480.23032189062,1.267143172644302,0.3039860166432344,"(8363, 8855)",552.9999999999999,0.0008367346938775497,19.214575510204078,5.912502040816334,73.75102040816326,14.165265306122393,36.99381632653064,1
69.73228346456692,860.4336043360436,121.76287774804493,120.7004047086326,159.6716270019457,0.42857142857142855,0.42857142857142855,0.0,101.58452778476138,130.3713375182558,41606.34442504528,0.77919372247398,0.3553889894029465,"(8855, 9347)",584.6129020408163,-0.0057489795918367285,18.816510204081638,6.05548775510204,65.43469387755103,14.146061224489948,38.05232653061225,1
81.3970588235294,737.1273712737128,208.7952334336935,184.54656157421215,319.7178503250548,0.7464788732394366,0.7464788732394366,243.90243902439025,225.23792466898664,189.56207023457776,134135.22214933715,1.1882014391922446,0.2715833308186729,"(9347, 9839)",616.1935460122701,0.00022699386503067408,17.798437627811857,5.758290388548054,83.70961145194273,14.128895705521494,38.46791411042942,1
74.54545454545455,804.8780487804878,111.770138901362,121.95121951219515,172.46506858208485,0.5,0.5,0.0,86.2325342910424,110.43152607484656,29916.72823370284,0.7808688094430306,0.3315924728508663,"(9839, 10331)",647.8064539877299,0.00158282208588957,17.99936400817996,5.957629856850715,71.62576687116564,14.102944785276186,36.01456032719833,1
84.48484848484848,710.1865136298421,213.56779685726048,191.62785398009427,310.17677892302436,0.6913580246913579,0.6913580246913579,243.90243902439025,219.0695778702662,202.28505186472069,139218.11054238596,1.0829746234376738,0.20727966171959208,"(10331, 10823)",679.3870979591837,-0.005383673469387749,18.11911836734692,6.0953612244897935,76.18775510204081,14.088040816326581,34.92748979591837,1
79.24832214765098,757.1138211382116,197.5182085932603,165.68510396733632,310.76048258391813,0.8051948051948052,0.8051948051948052,243.90243902439025,219.45528128842284,175.73559083535253,121158.98749337488,1.2487810821089251,0.30296353420733724,"(10823, 11315)",711.0,0.0057346938775510205,17.25486734693877,5.9028693877551035,71.5734693877551,14.070489795918501,35.742714285714314,0
81.07865168539325,740.0221729490022,199.53729274009228,176.03251464105668,306.55248915905014,0.7536231884057971,0.7536231884057971,243.90243902439025,216.63560899320697,182.17177414952462,123982.61865944175,1.1891831761785163,0.27666769136181985,"(11315, 11807)",742.6129020408162,-0.0055816326530612245,18.77218163265305,7.547467346938777,80.30816326530613,14.045653061224494,34.816081632653066,1
79.86086956521737,751.3066202090595,209.04789095246932,182.2776182615808,330.7000343118566,0.7777777777777778,0.7777777777777778,243.90243902439025,232.90393579584233,175.68166036961887,128544.389989846,1.3257157025146094,0.3092734453061807,"(11807, 12299)",774.1935460122701,-0.0023006134969325307,17.836032719836407,7.046762781186102,83.48875255623722,14.027014314928634,37.81983640081803,1
72.88888888888887,823.1707317073171,118.0787605551042,119.91855683361388,187.4892962892214,0.5909090909090909,0.5909090909090909,0.0,132.34297545801914,107.77284975179369,44808.47196026778,1.2279806626883458,0.30395136778115506,"(12299, 12791)",805.8064539877299,0.0001860940695296505,17.86420449897749,7.2638343558282195,67.93660531697341,13.980081799591048,37.126503067484656,1
