bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,segment_indices,time,ECG,EMG,GSR1,GSR2,HR,marker,RESP,stress
92.4,649.3506493506493,155.10647923982978,107.85347984119284,214.30335024428788,0.8148148148148148,0.8148148148148148,200.0,151.53535218873168,148.2407118236259,70571.82151713312,1.0222249362174254,0.38,"(0, 600)",19.193550335570468,0.0014714765100671107,0.4093640939597331,7.651713087248321,6.8444362416107465,81.19295302013423,10.842768456375834,48.42822147651002,1
90.21739130434784,665.0602409638553,149.2420488405014,117.24562103250405,159.36381457791916,0.492063492063492,0.492063492063492,200.0,111.24708233609668,168.34379153730606,58834.979530318655,0.6608327002748041,0.4347826086956522,"(600, 1200)",57.612904201680664,-0.004502521008403364,0.14322352941176414,6.347890756302525,5.648058823529412,66.2655462184874,10.814806722689154,47.77352941176469,1
90.67164179104479,661.7283950617284,152.80739206682273,119.57103297580635,189.90938305015843,0.6557377049180327,0.6557377049180327,200.0,131.84242139595474,161.19014496107349,66764.1815075836,0.8179310306333799,0.39179104477611937,"(1200, 1800)",96.0,-0.005057142857142862,0.14419831932773072,5.302613445378152,4.849001680672275,83.17310924369748,10.795512605042038,48.06840336134453,0
79.05405405405405,758.974358974359,137.22141702830413,124.64794171986955,243.66985862022406,0.828125,0.828125,200.0,172.28643936044412,93.30624141771005,50502.35887012758,1.8464621095298261,0.27027027027027023,"(1800, 2400)",134.3870957983193,8.90756302520982e-05,0.1444168067226887,5.133914285714285,4.644240336134455,68.53949579831932,10.771159663865692,48.068268907563095,0
88.48920863309353,678.0487804878047,145.6896051031032,110.11902775791485,184.59164139817943,0.6851851851851852,0.6851851851851852,0.0,130.5260013830081,167.03662642636561,68494.9600319736,0.7814214413660202,0.4136690647482014,"(2400, 3000)",172.77419159663856,-0.005092436974789911,0.1451798319327725,4.9848319327731065,4.408774789915966,69.09411764705882,10.95497478991606,48.3450084033613,0
89.21933085501858,672.5,142.28053275132197,107.3981092132657,188.33931642970236,0.7169811320754716,0.7169811320754716,100.0,132.93520719855496,163.92306889791297,68458.90773240059,0.8109609470607432,0.11152416356877322,"(3000, 3600)",211.22580840336127,0.0010235294117647046,0.14175294117647008,5.6131764705882325,4.559262184873953,105.65714285714287,11.055193277311037,48.75179831932766,0
92.20779220779221,650.7042253521126,141.2950558195431,98.9743318610787,151.18578920369092,0.5714285714285714,0.5714285714285714,200.0,102.93485888096727,166.39850702562862,53809.84877358466,0.6186044617883097,0.2813852813852813,"(3600, 4200)",249.61290420168064,-0.007043697478991607,0.14531260504201626,5.260737815126051,4.337942857142848,64.56806722689076,11.063193277311077,48.72616806722691,0
80.82191780821917,742.3728813559323,147.52579760670469,124.88179666387018,210.58923544891013,0.7173913043478259,0.7173913043478259,200.0,148.87733624577328,120.21562228433466,56226.28261846036,1.2384192122189226,0.36529680365296796,"(4200, 4800)",288.0,0.0004487394957983111,0.1454873949579827,5.7593210084033695,4.652411764705889,66.19495798319328,11.058655462184989,48.602302521008355,0
91.47540983606558,655.9139784946236,150.59906580655138,116.58403293201808,195.6673562087306,0.7,0.7,200.0,137.98846446906572,160.4203661557691,69542.79762023645,0.8601679934770761,0.2459016393442623,"(4800, 5400)",326.3870957983193,0.0009226890756302527,0.14435294117647013,5.552230252100835,4.79181680672269,63.76974789915966,11.062823529411707,48.68394957983193,0
82.58426966292134,726.5306122448981,112.07779769588556,87.64562641629061,172.1325931647741,0.7407407407407407,0.7407407407407407,0.0,121.71612389003691,118.5185185185185,45319.405112458066,1.0269797953221864,0.19662921348314605,"(5400, 6000)",364.7741915966388,0.0006487394957983167,0.14538655462184827,5.256268907563023,4.487931092436979,67.43697478991596,11.073193277310876,48.71670588235296,0
86.81672025723472,691.1111111111112,130.5070832002313,113.01963325015706,173.2050807568877,0.609375,0.609375,0.0,122.15512678557538,144.63045581757666,55503.622206853426,0.8446016856895648,0.3054662379421222,"(6000, 6600)",403.22580840336127,-0.0027394957983193297,0.14290420168067164,4.945620168067231,4.262381512605043,99.43193277310922,11.084487394958026,48.8678319327731,0
86.74698795180723,691.6666666666665,137.1839802762861,115.36086227323128,161.51457061744966,0.5217391304347826,0.5217391304347826,0.0,114.20804814403212,162.6807559466931,58369.068677118536,0.7020378500174638,0.2610441767068273,"(6600, 7200)",441.6129042016805,-0.0035445378151260564,0.1421394957983188,4.910497478991597,4.2586184873949655,87.81008403361345,11.07092436974797,48.64428571428573,0
89.01098901098902,674.074074074074,134.96938635769328,96.20913858416695,159.5448070434931,0.6363636363636364,0.6363636363636364,200.0,100.4123728835205,152.1200048243774,47986.98158764935,0.6600865744084525,0.4395604395604396,"(7200, 7800)",480.00000000000017,-0.007630252100840334,0.14033445378151216,5.741273949579836,4.556289075630256,74.38151260504202,11.067529411764665,48.651798319327746,0
92.90322580645159,645.8333333333334,154.05401289446792,111.21155826983377,152.58958709411408,0.4925373134328358,0.4925373134328358,200.0,106.21162313228176,193.63910137584304,64612.26669890362,0.5485029747485284,0.2258064516129032,"(7800, 8400)",518.3870957983194,-0.0008285714285714298,0.13962689075630205,5.466747899159665,4.334105882352926,69.90420168067227,11.063495798319465,48.77242016806721,0
90.1060070671378,665.8823529411766,151.50456500710825,125.37791192479273,194.8489201789819,0.6440677966101694,0.6440677966101694,0.0,137.44498259466636,168.53970026652271,72774.79329142536,0.8155050850174512,0.3710247349823322,"(8400, 9000)",556.7741915966387,-0.00023193277310924667,0.13536974789915918,5.816542857142862,4.8587176470588265,68.82857142857142,11.01635294117651,48.905949579831926,0
94.28571428571428,636.3636363636364,162.21605835051244,107.69230769230771,175.41160386140584,0.6538461538461539,0.6538461538461539,200.0,119.66422450849264,166.05410111479154,62425.755839964964,0.7206339602884603,0.2857142857142857,"(9000, 9600)",595.2258084033613,-0.0015613445378151337,0.13608067226890705,5.728174789915968,4.980857142857143,61.665546218487385,10.996773109243627,48.80099159663871,0
86.53846153846153,693.3333333333335,135.97385369580758,111.42710621747295,169.7056274847714,0.6,0.6,0.0,115.09995655950523,150.83766107971837,54542.47257588652,0.7630717404102043,0.3653846153846154,"(9600, 10200)",633.6129042016806,-0.003231932773109241,0.1363378151260499,5.790588235294119,5.0164386554621885,66.25546218487395,10.983512605041856,48.51568067226899,0
77.51196172248805,774.0740740740739,144.2543858825959,129.70263369110722,248.63262420322442,0.8181818181818182,0.8181818181818182,200.0,171.5269296737564,76.42133462374841,41180.99204123874,2.244490108923763,0.16746411483253587,"(10200, 10800)",671.9999999999999,0.00012941176470588362,0.13648571428571385,5.3954739495798325,4.7021159663865575,64.75126050420168,10.963647058823554,48.71826890756305,0
88.55421686746989,677.5510204081633,144.65342976872938,120.26637102698326,187.6166303929372,0.64,0.64,0.0,131.80456913341223,158.14480003394917,65484.00830104584,0.8334423206145101,0.2710843373493976,"(10800, 11400)",710.3870957983193,-0.005152941176470592,0.13467899159663815,4.6932974789916,4.326783193277309,64.91596638655462,10.943277310924367,48.77394957983197,0
88.8888888888889,675.0,139.19410907075056,106.54476596243885,184.65741429939308,0.7049180327868853,0.7049180327868853,100.0,129.24854652083292,148.44893669077732,60277.139142224856,0.8706599683503342,0.28619528619528617,"(11400, 12000)",748.7741915966388,-0.0018050420168067285,0.1373630252100834,4.468379831932778,4.2421260504201665,74.29579831932773,10.899882352941244,48.69468907563021,0
90.2654867256637,664.7058823529413,147.29392971234017,99.30506454796426,177.7046633277277,0.7105263157894737,0.7105263157894737,200.0,123.65621183653398,165.93560810983627,64462.241351204655,0.7452060063846172,0.33185840707964603,"(12000, 12600)",787.2258084033614,-0.005611764705882344,0.13937142857142806,4.515552941176464,4.244344537815123,86.01008403361345,10.886739495798365,48.56228571428571,0
91.86602870813394,653.125,159.06833240780514,131.05157471567088,205.19567041703084,0.6578947368421053,0.6578947368421053,200.0,143.36672075659197,177.08004043432342,79756.82129412434,0.8096153604040129,0.2631578947368421,"(12600, 13200)",825.6129042016807,-0.003349579831932777,0.13808739495798267,4.404653781512612,4.098976470588238,74.28739495798321,10.833361344537744,48.71369747899156,0
77.77777777777777,771.4285714285713,144.56126446484018,124.22599874998829,244.94897427831782,0.8333333333333334,0.8333333333333334,200.0,172.23217812720628,97.04127782647328,52507.41925951518,1.774834194116728,0.3333333333333333,"(13200, 13800)",864.0000000000001,0.002322689075630247,0.13773781512604988,4.33970756302521,4.064768067226885,72.74957983193278,10.795142857142803,49.1292100840336,0
92.0,652.1739130434783,128.09495532744552,111.53840740538936,172.3783214742669,0.6142857142857143,0.6142857142857143,0.0,121.62169516453005,132.41863115721674,50595.28180475178,0.9184636187647356,0.26666666666666666,"(13800, 14400)",902.3870957983194,-0.007704201680672262,0.13524033613445327,4.170776470588233,3.990700840336137,62.64033613445378,10.875647058823578,49.35878991596638,0
80.66037735849056,743.859649122807,117.00583860023208,108.42005254094082,182.12833856189727,0.6829268292682927,0.6829268292682927,0.0,128.04297315518716,85.1914594954779,34269.01970280737,1.5030024595597389,0.14150943396226418,"(14400, 15000)",940.7741915966388,0.0038504201680672227,2.6083529411764723,10.823448739495806,9.765327731092436,91.82521008403359,11.560100840336121,47.77213445378148,1
98.92473118279571,606.5217391304348,170.55175666443085,147.3846064628943,262.04325342711394,0.7666666666666667,0.7666666666666667,200.0,180.9082026271273,152.37016330852532,86598.0403832989,1.1872941440695122,0.4121863799283154,"(15000, 15600)",979.2258084033614,-0.009230252100840379,1.7878403361344557,12.550831932773116,12.495759663865552,72.08571428571429,11.490453781512525,41.656420168067214,1
104.8780487804878,572.0930232558139,170.26051365323838,138.82708375412005,201.7778127403648,0.5892857142857143,0.5892857142857143,200.0,142.1186267933681,163.79974707812323,73133.12006402055,0.8676364239169767,0.2032520325203252,"(15600, 16200)",1017.6129042016806,-0.007989915966386553,1.5166352941176464,11.212526050420161,12.268983193277318,74.94621848739496,11.573210084033615,38.641546218487385,1
90.8653846153846,660.3174603174604,165.7495553296078,138.45206776806216,194.66570535691503,0.5526315789473685,0.5526315789473685,0.0,137.44805112842727,186.67524053650726,80607.4492793429,0.7362950262359357,0.28846153846153844,"(16200, 16800)",1056.0,-0.012033613445378151,0.5074016806722694,9.287023529411758,8.943512605042006,71.54789915966387,11.683596638655475,42.235747899159655,1
89.90228013029316,667.3913043478261,145.29482444788647,115.4336681260283,178.56107630448045,0.6231884057971014,0.6231884057971014,200.0,125.44397106308635,153.1850465127398,60369.2859572271,0.8189048077395314,0.26058631921824105,"(16800, 17400)",1094.3870957983195,0.012115966386554612,0.5464369747899164,8.585161344537822,8.098342857142855,72.20672268907562,11.855529411764723,44.36107563025215,1
92.62672811059907,647.7611940298508,146.96756567273042,106.6536450385077,164.31676725154983,0.6,0.6,200.0,106.7122298520652,169.3738468595432,56781.96519026138,0.6300395948411006,0.2534562211981567,"(17400, 18000)",1132.7741915966387,-0.005243697478991603,0.2167193277310925,7.722294117647059,6.759835294117652,64.41008403361343,11.959647058823535,44.639630252100865,1
89.49579831932773,670.4225352112676,142.80328851421498,112.78735591510684,171.26976771553504,0.6,0.6,200.0,119.0912089508823,150.71844406945038,56389.205910692224,0.7901568363856359,0.21008403361344533,"(18000, 18600)",1171.2258084033613,-0.003005042016806725,0.6340100840336139,7.62778151260504,6.516210084033613,75.86386554621848,12.03458823529412,43.26458823529408,1
92.39543726235742,649.3827160493828,145.82541294057683,99.22410048233213,192.9802562708031,0.7758620689655172,0.7758620689655172,200.0,136.10865073096932,147.51206645660298,63075.855332851825,0.922695030992678,0.09505703422053233,"(18600, 19200)",1209.6129042016805,-0.006810084033613449,1.6940403361344536,7.481588235294112,6.280386554621859,65.40504201680672,12.129193277310836,40.081647058823506,1
