bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,segment_indices,time,ECG,EMG,GSR1,HR,marker,RESP,stress
58.76470588235296,1021.0210210210208,112.36208368690508,117.03045997087001,135.13513513513504,0.25,0.25,0.0,82.75303185078299,82.75303185078292,21513.828434919098,1.0000000000000009,0.21769892239033414,"(0, 444)",14.225809954751131,-0.0065950226244343895,0.9785972850678732,13.285398190045244,81.76696832579185,13.341855203619918,49.53769230769232,1
52.63917525773198,1139.8354876615742,224.8075965888248,242.57499131236503,397.8270660508039,0.6666666666666666,0.6666666666666666,270.2702702702701,279.49715418898325,71.22246982361206,62538.043881289945,3.924283374069721,0.15263097645667187,"(444, 888)",42.74193665158371,-0.0024954751131221705,0.9336493212669676,12.529613122171938,79.67647058823529,10.965656108597212,48.84411764705885,1
67.56521739130436,888.0308880308879,122.0956625547636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.16097875080489374,"(888, 1332)",71.2580633484163,0.0008076923076923094,0.9389343891402722,11.402361990950224,83.67647058823529,10.88895927601811,48.252420814479635,1
61.24137931034484,979.7297297297296,130.8440319664667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2552648372686662,"(1332, 1776)",99.74193197278908,0.0012358276643990955,0.9359251700680266,10.377120181405894,80.50566893424036,10.896145124716556,48.26614512471652,0
63.42857142857143,945.9459459459457,135.13513513513504,0.0,0.0,0.0,0.0,135.13513513513504,0.0,0.0,0.0,,0.26441036488630354,"(1776, 2220)",128.2580680272109,-0.00037188208616780014,0.9368775510204079,9.503961451247166,84.41269841269842,10.898820861678004,48.78594104308394,0
,,,--,,,,,,,,,,"(2220, 2664)",156.7419366515838,0.005746606334841628,0.9334072398190054,9.315441176470593,91.52488687782804,10.888303167420885,48.79785067873304,0
61.05000000000002,982.8009828009824,130.01234943806332,132.40485096125278,170.93392757666902,0.4,0.4,0.0,93.62436797669599,93.62436797669594,27537.70039669645,1.0000000000000009,0.18506523549551213,"(2664, 3108)",185.25806334841636,-0.004226244343891407,0.932300904977375,9.04098868778281,88.06787330316742,10.873778280543018,49.21190045248868,0
42.89855072463768,1398.6486486486488,158.6039810041284,134.4101127852372,200.75171694816413,0.5517241379310345,0.5517241379310345,0.0,139.48396595615807,175.84307795072883,77054.75375761205,0.7932297795381029,0.3218308600035759,"(3108, 3552)",213.74193197278908,-0.0073922902494331045,0.9333197278911566,8.467909297052156,82.39002267573696,10.83478458049882,47.972244897959186,0
63.42857142857143,945.9459459459457,135.13513513513504,--,,,,135.13513513513504,,,,,,"(3552, 3996)",242.2580680272109,-0.0009659863945578244,0.9319931972789116,8.431349206349209,87.0453514739229,10.813106575963712,50.08385487528342,0
74.00000000000001,810.8108108108107,0.0,--,,,,0.0,,,,,0.2469135802469136,"(3996, 4440)",270.74193665158384,-0.002457013574660635,0.925597285067874,9.154371040723976,80.4366515837104,10.778348416289694,49.59972850678732,0
